full_name
Dwayne Johnson
Rachel Brown
Karen Bardsley
Donna Auguste
Henriette Avram
Ruzena Bajcsy
Tiger Woods
Valerie Solanas
Deval Patrick
Elena Kagan
Sonia Sotomayor
John Paul Stevens
Ruth Bader Ginsburg
Stephen Breyer
Sandra Day O'Connor
Samuel Alito
Clarence Thomas
John Roberts
Antonin Scalia
Anthony Kennedy
Nelson Rockefeller
David Rockefeller
Farciot Edouart
Edmund H. Hansen
John Gaeta
John Knoll
David DeCoteau
Karl Brown
Louis King
Kevin Yagher
Joseph Zito
Jack Sholder
Jean Bartik
Francine Berman
Danielle Bunten Berry
Serena Williams
Anita Borg
Maxine D. Brown
Jennifer Tour Chayes
Lynn Conway
Danese Cooper
Pamela Kyle Crossley
Dorothy E. Denning
Venus Williams
Annie Easley
Thelma Estrin
Jeanne Ferrante
Phyllis Fox
John Adair
Charlotte Froese Fischer
Susan Gerhart
Stan Coveleski
Adele Goldberg
"Jon Huntsman, Jr."
Shafrira Goldwasser
Susan L. Graham
Harry S. Truman
Diane Greene
Sheila Greibach
Aaliyah
Nancy Davis Griffeth
Rebecca Grinter
Lois Haibt
Ashawna Hailey
Black Francis
Margaret Hamilton
Betty Holberton
Judy Garland
Molly Holzschlag
Grace Hopper
Ayanna Howard
Cathy Hudgins
Mary Jane Irwin
Nikki Haley
Mark Sanford
Jim Hodges
David Beasley
"Carroll A. Campbell, Jr."
Andrew Cuomo
David Paterson
Eliot Spitzer
George Pataki
Lindsay Davenport
Jennifer Capriati
Leah Jamieson
John Boehner
Katherine Johnson
Lynne Jolitz
Anna Karlin
Lydia Kavraki
Mary Kenneth Keller
Daphne Koller
Janet L. Kolodner
Monica S. Lam
Susan Landau
Amy L. Lansky
Corinna E. Lathan
Nancy Leveson
Ming C. Lin
Joyce Currie Little
Kevin Mitnick
Mildred Cohn
Catherine Coleman
Mary Peters Fieser
Joanna S. Fowler
Helen Murray Free
Louise Giblin
Mary L. Good
Anna J. Harrison
Jane Stafford
Allene Jeanes
Joyce Jacobson Kaufman
Ann A. Kiessling
Stephanie L. Kwolek
Carmen Hermosillo
Deborah Estrin
Louise Nevelson
Judith Estrin
Elizabeth J. Feinler
Valerie Aurora
Peyton Manning
Sally Floyd
Prince
Stacy Horn
Kat Walsh
Samuel Jacob Klein
Jude Milhon
Radia Perlman
Ping Fu
Joyce K. Reynolds
Jaime Levy Russell
Ward Cunningham
Frank Herbert
Franklin Delano Roosevelt
"Martin Luther King, Jr."
Carly Rose Sonenclar
Dean Ho
Stefen Fangmeier
Nicholas Meyer
Scott Farrar
Robert Legato
Albert Arnold Gillespie
"""Weird Al"" Yankovic"
Fred Sersen
John Frazier
Craig Barron
Kurt Cobain
Jonathan Glassner
Sun Yat-sen
Richard Edlund
Eric Barba
Andrew Johnson
Gordon Jennings
Douglas Shearer
L. B. Abbott
Juan Trippe
Walt Disney
Ken Ralston
Thomas Edison
Enrico Fermi
Henry Ford
David Cicero
Steven Spielberg
Nikola Tesla
Noam Chomsky
Walter Dix
Shawn Crawford
LaShawn Merritt
Jeremy Wariner
David Neville
David Payne
David Oliver
Jack Nicklaus
Arnold Palmer
Pete Sampras
Glenda Schroeder
Gerald Ford
Richard Nixon
Frances E. Allen
Sarah Allen
Lyndon B. Johnson
Kelly Smith
John F. Kennedy
Anita K. Jones
Annie Antón
Dwight D. Eisenhower
Cecilia R. Aragon
Winifred Asprey
Ronald Reagan
Laura Berg
Lindsey Vonn
Jacob Appelbaum
Julia Mancuso
Picabo Street
Lisa Raymond
John McCain
Mick Foley
Liuba Shrira
Nancy Lynch
George Tchobanoglous
John Adams
Thomas Jefferson
James Madison
James Monroe
John Quincy Adams
Andrew Jackson
Martin Van Buren
William Henry Harrison
Ivory Joe Hunter
John Tyler
Axl Rose
James K. Polk
Zachary Taylor
Beck
Mark Oliver Everett
Kevin Costner
Carl Barks
Britney Spears
Lee Hills
Cher
Dave Grohl
Jules Dubois
Millard Fillmore
Franklin Pierce
James Buchanan
Rashad Khalifa
Susan Polgar
Beth Ditto
Boris Kolker
Humphrey Tonkin
George Soros
Michelle Obama
Paula Creamer
Angelina Jolie
Grey DeLisle
Tony Romo
German Goldenshteyn
Bernard Madoff
Moby
Spencer Fullerton Baird
Alexia Massalin
Hank Mizell
Marissa Mayer
Lori McCreary
Renée Miller
Johanna Moore
Caryn Navy
Evi Nemeth
Angela Orebaugh
Susan Owicki
Meredith L. Patterson
Aaron Sopher
Jack Cowart
Rosalind Picard
Nichole Pinkard
Diane Pozefsky
Joanne Pransky
Dana Randall
Elizabeth Rather
Daniela L. Rus
Jean E. Sammet
Margo Seltzer
Mary Shaw
Barbara Simons
Diane Souvaine
Ellen Spertus
Katherine St. John
Stella Atkins
Maureen C. Stone
Chris Evert
Pharrell Williams
Phoebe Cates Kline
Liza Minnelli
Hanna R. Hall
Fred Armisen
Seth Meyers
Bill Hader
Sharon Van Etten
Jason Sudeikis
Tina Fey
Terry Callier
Tracy Morgan
Bill Raisch
Carolyn Talcott
Louis C.K.
Carl W. Ackerman
Herbert Matthews
Ron Paul
Marilyn Tremaine
John Randall Gillis
William Thomas Hamilton
Angelo Taylor
Kerron Clement
Bershawn Jackson
Lil Wayne
Curtis LeMay
George Washington
Barack Obama
Abraham Lincoln
Jimmy Wales
Larry Sanger
Ken Jennings
George W. Bush
Elvis Presley
Bob Dylan
Jenna Jameson
Linda Lovelace
Carl Sagan
Bill Maher
Rachel Maddow
Patti Smith
Ezra Klein
Michael Bloomberg
Kateri Tekakwitha
Stevie Wonder
Nicole Natalie Marrow
Joseph Brodsky
Meryl Streep
Albert Einstein
John Bardeen
Bill Clinton
John Lennon
Bruce Springsteen
Dave Arneson
Bruno Mars
Janis Joplin
Cyndi Lauper
Tim Lincecum
Neil Armstrong
Charles Lindbergh
Justin Gatlin
Leonel Manzano
Aries Merritt
Jason Richardson
Félix Sánchez
Javier Culson
Erik Kynard
Madonna
Will Claye
Christian Taylor
Reese Hoffa
Ella Fitzgerald
Brownie Mary
Louis Armstrong
Ashton Eaton
Trey Hardee
Stanley Kubrick
David Lynch
Bode Miller
Lance Armstrong
