artist_id,artist_name,popularity
3094,bruce low,0.47
83277,the fatback band,0.52
612,zero 7,0.58
7225,christian death,0.47
2678317,machine gun kelly tech n9ne twista,0.47
4731,dan seals,0.52
58199,the pop group,0.45
118396,leonard pennario,0.48
625302,famous last words,0.51
94402,dead kennedys,0.56
13409,my morning jacket,0.56
41695,silver convention,0.47
2255771,fitspo,0.48
841789,fernando campo,0.47
264627,wenche myhre,0.53
3097,kristina bach,0.47
14028,the greenhornes,0.46
409,meat loaf,0.65
4113,they might be giants,0.57
13749,coco,0.47
941215,pop mania,0.48
878653,wajid,0.48
1053643,munhoz mariano,0.47
478150,wolf gang,0.49
1116808,stevie stone,0.47
3974,goo goo dolls,0.65
3337539,charly black ding dong natel,0.31
5073,kenny garrett,0.49
125562,clive dunn,0.46
15548,bløf,0.47
34508,joey negro,0.5
188187,transparent,0.48
3538659,noisia gridlok,0.3
60288,michel camilo,0.48
25337,change,0.53
39475,medicine,0.49
3876,ludovico einaudi,0.65
100295,keith anderson,0.5
5255,somethin for the people,0.46
3493885,the colorist emiliana torrini,0.29
1328935,leisure,0.49
932758,loreen,0.61
2575126,keynon,0.3
28307,dredg,0.47
2603585,heropoint,0.5
60207,mark baldwin,0.48
7066,de-phazz,0.49
1203687,lacey sturm,0.57
99124,sonny j,0.47
414989,peggy seeger,0.48
530211,camerata labacensis,0.34
1872015,south land country,0.46
42088,the savage rose,0.48
2539192,strange wilds,0.46
235210,robin s,0.46
316643,conkarah,0.5
493820,cadillac,0.47
1103209,the jingle punks hipster orchestra,0.48
499593,vbyz kartel,0.41
317578,los amos de nuevo leon,0.46
2546707,lene nystrøm,0.46
933687,re beatles,0.48
158,the disposable heroes of hiphoprisy,0.46
835128,top hip hop djs,0.58
1124877,citizens,0.49
523734,jan gunnar hoff,0.46
2047,james galway,0.48
526932,kollegah,0.5
219818,jakarta,0.52
164856,the saturdays,0.63
286,tears for fears,0.64
1490689,pure relaxation,0.38
55622,k j yesudas,0.49
457748,dirt nasty,0.48
3563737,asian zen meditation relax best relaxing spa music,0.31
5036,faith no more,0.62
2984360,guy garvey,0.5
1033299,lewis watson,0.55
2955499,marte eberson,0.46
163474,manuel carrasco,0.53
2226825,jaret reddick,0.46
1355967,essential collection,0.47
1152883,drake birdman,0.48
972,mr g,0.48
3466311,genio el mutante j alvarez,0.3
964,david lanz,0.47
1927870,şivan perwer,0.47
1399918,ellie goulding tinie tempah,0.46
34641,matt nathanson,0.57
25236,chuck willis,0.46
263051,lord tariq,0.47
857622,banda caliente,0.47
16794,suzi quatro,0.57
110702,barbie,0.5
87607,kaysha,0.5
185688,julio sosa,0.47
1868,gustav leonhardt,0.49
2805100,adventure movies the 200 ultimate movie soundtrack themes,0.47
802404,the glee allstars,0.46
621,grace,0.64
238737,rico love,0.49
2647062,courts,0.36
1060631,silver sneakerz,0.46
17588,racoon,0.49
258968,googoosh,0.46
27477,galaxie 500,0.49
332444,amelia curran,0.47
175598,bing crosby ella fitzgerald,0.46
287116,larz-kristerz,0.48
503391,urban all stars,0.52
2274582,stereo express aka aka thalstroem,0.46
2053181,perturbator,0.46
1390207,the other tribe,0.47
2021536,caribbean pirates steel band,0.46
271473,we have band,0.47
167864,los chichos,0.49
88571,quentin harris,0.46
114065,chris rainbow,0.47
1274465,abra,0.52
341134,i blame coco,0.46
178835,frank pourcel,0.46
81541,j robert spencer,0.49
1883339,bbc chorus,0.48
1362309,douglas dare,0.39
3472093,david guetta cedric gervais chris willis,0.29
623708,racknruin,0.46
4345,david foster,0.51
1154062,apologies i have none,0.41
478394,artistes variés,0.47
1157126,chart superstars,0.48
1909598,the last internationale,0.46
58270,quasimoto,0.47
4785,beth nielsen chapman,0.5
282976,charlie winston,0.49
20081,eric church,0.67
422337,karen o and the kids,0.46
1263002,sporty-o,0.46
824744,downstairs productions,0.47
209034,future fambo,0.46
2248872,alison wonderland,0.58
144808,brennan heart,0.49
4201,vitamin c,0.5
891365,shivali,0.46
2413351,j sco,0.48
1311214,justin bieber nicki minaj,0.49
2083873,jonathan david helser,0.51
286029,the countdown kids,0.58
2657436,tiësto kshmr vassy,0.46
5118,saviour,0.49
216412,david crowder band,0.52
3499553,uberjak'd feat yton,0.3
16099,sir adrian boult,0.47
1232481,omfg,0.54
1328088,tnght hudson mohawke x lunice,0.48
33598,harvey andrews,0.47
114972,the faceless,0.47
1149,nsync,0.61
516878,david high spirit,0.48
4123,the rembrandts,0.54
2819,lionel hampton,0.51
269942,toy dolls,0.53
5357,jonathan butler,0.54
7550,bounty killer,0.52
1082161,fbc,0.31
23428,jim cummings,0.47
1858050,crywolf,0.55
1233838,mod sun,0.51
10757,cicada,0.47
938695,intergalactic lovers,0.5
40776,philip bailey,0.53
306975,sunny sweeney,0.52
2061805,jah prayzah,0.48
6735,caribou,0.57
3258919,matthew rix,0.31
8318,arctic monkeys,0.71
3792,louis armstrong,0.66
260016,leehom wang,0.5
1102127,wonder girls,0.47
59375,the presidents of the united states of america,0.57
260075,ulcerate,0.46
1222060,ernie haase and signature sound,0.47
454129,andy cherry,0.46
8848,shining,0.52
2153562,the new beatles,0.51
3428622,wayne jones ludwig van beethoven,0.31
19795,paul hardcastle,0.56
506388,jan toft,0.46
1188,sarah mclachlan,0.64
272936,the edsels,0.46
1948583,solomon grey,0.46
166348,london music works,0.56
2207526,the common linnets,0.56
46171,the rutles,0.46
88509,salmonella dub,0.49
1788,mark isham,0.5
1578,the flying burrito brothers,0.55
1929018,lil 1 2 dead,0.46
1921225,yolanda del río,0.46
6517,the polyphonic spree,0.49
578392,bob carpenter,0.47
132015,tommy scott,0.49
2511,dave douglas,0.46
815889,silver disco explosion,0.49
2818996,pitbull feat shaggy gente de zona,0.3
19408,the jesus lizard,0.46
229359,my little pony,0.47
1053056,emeli sande,0.72
29352,walter beasley,0.51
2481984,tor miller,0.51
25673,the meteors,0.47
2226182,kamasi washington,0.53
887050,iceage,0.46
91689,rich boy,0.5
2078302,performed by jennifer hudson,0.52
87559,coda,0.46
930205,mndr,0.47
1233589,flame feat thi 's l young noah,0.46
1955214,chlöe howl,0.46
511018,wild nothing,0.53
5867,add n to x,0.46
62553,giovanni,0.47
235648,boogie,0.45
4496,jennifer love hewitt,0.49
4829,don edwards,0.47
1300667,the piano guys,0.67
22979,gideon,0.5
993159,jagjit singh chitra singh,0.34
2022120,haitian fresh,0.29
460333,ou est le swimming pool,0.52
485256,barn i studio,0.5
709311,mhd,0.47
3317300,sofia carson j balvin,0.3
183228,screwball,0.4
2507754,tyga chris brown,0.55
2216538,dana williams,0.46
101215,mortification,0.46
97285,albertina walker,0.46
1156642,paradis,0.45
24512,seth lakeman,0.53
4460,craig morgan,0.54
1242612,b the star,0.52
22912,ty,0.49
45,finch,0.53
2449780,lil kesh,0.45
1361601,red sun rising,0.52
293390,richard harris,0.48
1109487,flavia coelho,0.44
988253,carole king james taylor,0.46
1414005,the beep test,0.47
1904989,mike gutta,0.38
31066,luciano pereyra,0.5
3200434,wildes,0.46
169313,tim mcgraw tribute,0.46
25316,phats small,0.49
1494271,jetta,0.55
1081111,pang,0.48
163,melissa etheridge,0.58
920948,este habana,0.46
173532,saga,0.54
8145,three days grace,0.68
22472,buddy holly the picks,0.48
1206222,charles fernandez,0.46
319669,rose tattoo,0.52
1007571,jorge santacruz y su grupo quinto elemento,0.48
4346,the j geils band,0.55
15550,radar,0.46
905523,the popettes,0.47
90520,goldie presents rufige kru,0.47
384888,hillsong kids,0.51
423913,aaron tveit,0.53
537156,twist,0.38
1527,the new seekers,0.51
894364,beach waves specialists,0.37
13951,julie london,0.58
29660,detonautas,0.49
3549048,slovenian symphony orchestra anton bruckner anton nanut,0.31
1038105,drum and bass,0.5
3447332,rachel podger johann sebastian bach brecon baroque,0.29
2721773,kane strang,0.47
54146,tina dico,0.5
252472,axel,0.47
19640,black moon,0.51
1075100,noel gallagher 's high flying birds,0.61
184120,kool g rap dj polo,0.46
1274,the used,0.58
404522,movits,0.47
282591,chairlift,0.55
7227,johnny thunders,0.48
121720,george wassouf,0.47
28742,monty,0.46
3246760,fais featuring afrojack,0.48
656156,movimiento alterado,0.47
3548502,the sofia chamber orchestra mayfair philharmonic orchestra,0.31
357195,major,0.41
1313098,stan getz gerry mulligan,0.29
1964398,kc lights,0.48
7764,george nooks,0.47
2119409,chiquito team band,0.47
934082,kölsch,0.49
43094,the wellingtons,0.48
172151,raulin rodriguez,0.52
1015701,walking music personal fitness trainer,0.47
174015,puerto rican power,0.46
63136,merit hemmingson,0.46
159262,papa bue 's viking jazzband,0.46
2864366,hailee steinfeld,0.66
129714,fire inc,0.47
409465,ingested,0.46
44128,dht,0.48
16744,ange,0.46
11897,jules massenet,0.46
2474347,jed kurzel,0.46
2961532,best of deep house music,0.49
4955,steve arrington,0.48
93478,marteria,0.56
984,b-tribe,0.49
1283487,mike stud,0.53
49947,regina belle,0.51
366270,sunny lax,0.48
61846,byron cage,0.51
2069582,andra and the backbone,0.47
1864651,crix green,0.31
261365,silvio rodríguez,0.52
100665,rupert holmes,0.55
18032,jimmy shand and his band,0.47
14653,blonde redhead,0.52
3341575,lethal bizzle stefflon don,0.3
2885317,travis scott feat big sean the 1975,0.3
1194,patti smith,0.6
291938,verskeie kunstenaars,0.41
368060,harmonium,0.45
1329641,yellow claw,0.55
2979281,adam brand and the outlaws,0.51
2103393,aronchupa,0.59
5343,paul oakenfold,0.53
39954,sad café,0.49
3470756,sizike,0.3
3119098,a ap ferg feat future,0.29
2285585,gerard butler,0.47
2276890,big mo biz,0.29
1649,yanni,0.56
16933,kenny thomas,0.5
54384,renee sandstrom,0.46
335842,lustra,0.51
160754,veil of maya,0.49
1934734,alessia orlando,0.47
1281277,maggie rose,0.48
153020,various arists,0.3
230571,vicki yohe,0.48
17510,flaw,0.5
1187639,esb,0.31
159312,zagreb soloists,0.46
49206,paul revere the raiders,0.5
30290,sammi smith,0.48
2614794,good energy club,0.29
451127,yasmin,0.48
2101677,jon bellion,0.61
166396,banco de gaia,0.48
85170,the sura quintet,0.5
61844,kurt carr the kurt carr singers,0.49
2317,enrico caruso,0.52
923837,rival sons,0.57
37169,status,0.41
2290999,lucas king,0.46
143855,green river,0.47
34651,thicke,0.44
2322916,elk road,0.51
1531072,black star riders,0.5
25235,chris kenner,0.46
203227,flox,0.46
1861508,scott bradlee postmodern jukebox,0.46
9816,deep dish,0.48
3110796,we are messengers,0.54
1016285,dorrough music,0.49
312015,the dø,0.52
2195989,cardiknox,0.48
2345109,jartisto,0.47
1263546,holy classical,0.47
37110,mercedes sosa,0.53
317737,chris duarte,0.47
952192,lera lynn,0.54
40977,merry clayton,0.5
23452,sudirman,0.52
145349,utah saints,0.53
184614,jordan knight,0.46
131238,shankar ehsaan loy,0.57
19334,line renaud,0.46
6149,paul tortelier,0.49
2186740,young money nicki minaj,0.46
21048,jaime jamgochian,0.5
182207,cocorosie,0.52
2313478,dig the kid,0.49
115715,artur rubinstein,0.48
800,lucinda williams,0.57
296538,hamish imlach,0.48
1241040,jagwar ma,0.55
2480070,omvr,0.48
3251147,george maple goldlink,0.29
1159548,who let the dogs out party,0.48
2657411,nadav guedj,0.48
2672,xavier cugat and his orchestra,0.46
92695,jaytech,0.46
66445,cornelio reyna,0.48
368016,evile,0.49
11065,truth hurts,0.46
196209,jack scott,0.51
73,black uhuru,0.54
264995,bruce dickinson,0.55
30993,leigh nash,0.5
3424544,bakermat feat chevrae dumang,0.31
240024,primer 55,0.49
4354,king curtis,0.51
93548,serum,0.47
1942428,pet shop boys feat example,0.37
1249136,moshi monsters,0.46
2454956,sandeep brar,0.47
14786,shy child,0.46
23864,evermore,0.52
203030,john chibadura tembo brothers,0.46
4373,michael crawford,0.52
422765,saft,0.46
589913,jaclyn victor,0.48
82580,cool candys,0.48
19540,heltah skeltah,0.5
2772480,quarter street,0.46
3491487,hardwell jay sean,0.29
6051,madonna,0.75
258835,adele adkins,0.46
3519718,french montana feat max b chinx,0.3
56368,pandit jasraj,0.56
454060,thalía,0.54
2801,fourplay,0.54
2058,harry nilsson,0.58
36555,reflekt,0.49
112900,you me at six,0.62
499320,relax meditate sleep,0.49
108884,polarkreis 18,0.47
17053,tom cochrane red rider,0.46
1519043,bennett,0.4
807699,bobby morganstein,0.47
1241285,sherlock holmes motion picture soundtrack,0.46
1340025,bhai sarabjeet singh,0.46
315726,the hollywood argyles,0.46
316351,omnia,0.49
1126155,shawn hook,0.53
849544,fences,0.5
82466,jessica andersson,0.47
25085,govi,0.51
1920576,harrison craig,0.53
3443251,yuna sonaone,0.3
2186851,humming people,0.48
969849,fast furious,0.49
1985818,wave racer,0.5
2112419,rebecca black dave days,0.46
3938,elis regina,0.54
18538,lynn anderson,0.56
1877859,a-type player,0.55
2065672,t-wayne,0.55
1928653,tryhardninja,0.49
320778,stefano,0.48
355897,ital,0.47
68317,natasha,0.46
1545639,chamber choir of europe nicol matt,0.47
2294559,abtmelody,0.45
3325738,the queen king,0.31
343168,katia labèque,0.48
241850,hillsong london,0.48
180971,henry,0.46
8581,robert johnson,0.56
998133,kate pierson,0.46
55727,w a s p,0.55
27256,soraya,0.5
4888,fernando ortega,0.52
295588,booker t,0.48
4898,salvador,0.49
81056,guardian,0.47
2874061,roy woods,0.55
34984,ding dong,0.46
14045,the shangri-las,0.54
13447,run d m c,0.51
942142,rey valera,0.46
424972,nikita,0.51
975038,el heredero,0.46
81224,the veils,0.49
222079,abandon,0.49
126428,halloween party album singers,0.47
45913,global deejays,0.49
938606,bloodgood,0.48
289896,jon eberson group,0.46
1382280,running songs workout music trainer,0.51
1411267,json,0.47
352023,dean brody,0.56
3211953,paolo buonvino richard clayderman michael bolton,0.3
2028984,calvin harris alesso feat hurts,0.4
588356,sean finn,0.48
17020,jane,0.43
15816,gza genius,0.49
2048743,nicola cruz,0.49
1433338,keyshia cole meek mill,0.49
165964,james labrie,0.46
977866,kura,0.47
16787,portrait,0.47
13694,bobbi humphrey,0.46
914440,charles bradley feat menahan street band,0.46
36568,diana navarro,0.46
8567,katatonia,0.53
256171,george lamond,0.46
2717163,krahshawn the prince,0.36
18911,amaral,0.54
14551,ravi shankar,0.51
1242757,monica heldal,0.54
27287,alison balsom,0.52
2021489,steven cooper,0.46
991175,bsharry,0.48
2738546,page four,0.46
1389876,propaganda feat lee green,0.46
2273856,d'london,0.35
30198,the black keys,0.68
261713,sunset,0.47
1961237,ezra vine,0.48
2007086,brooke hyland,0.46
961588,milos karadaglic,0.54
4356,yusef lateef,0.46
2186990,novo amor,0.5
1874731,yung nation,0.43
35702,travis cottrell,0.51
473353,ramon bedoya,0.47
1335422,divine fits,0.46
429035,sophie milman,0.48
2354268,preddy boy p,0.3
28319,erik satie,0.52
3393686,relaxation reading music ambient music therapy deep sleep meditation spa healing relaxation instrumental guitar music,0.3
90916,ion dissonance,0.41
345520,brett kissel,0.5
52625,borknagar,0.48
11283,yngwie malmsteen 's rising force,0.48
3554010,massage tribe massage music asian zen spa music meditation,0.3
6872,james taylor quartet,0.49
27798,the fire theft,0.48
79183,shania twain bryan white,0.49
3531156,massage therapy music deep sleep band pure relaxing spa music,0.29
1518521,bonobo featuring erykah badu,0.46
11403,toad the wet sprocket,0.52
21988,craig douglas,0.52
143792,lil wyte,0.53
3178935,sia feat sean paul,0.29
2159547,cut_,0.37
106257,it 's a beautiful day,0.46
1876934,goldhouse,0.46
22909,sybil,0.51
95173,sultan,0.51
2101489,ayo jay,0.42
54323,sash,0.54
8926,jürgen drews,0.48
32532,sandra,0.58
1380161,the ska reggae allstars,0.46
4096,amanda ghost,0.46
3403128,antonio vivaldi ludwig van beethoven edvard grieg felix mendelssohn frédéric chopin hector berlioz maurice ravel claude debussy gioachino rossini tchaikovsky johann sebastian bach johann strauss ii franz schubert joseph haydn johannes brahms robert schumann,0.29
515090,kid 's christmas,0.49
355494,funky destination,0.46
45280,sir neville marriner,0.51
2059087,steam powered giraffe,0.47
2257371,rhinestone heroes,0.46
1921851,mack wilds,0.49
65917,the airborne toxic event,0.54
34384,grits,0.53
4588,course of nature,0.46
27853,eric hutchinson,0.52
2397,artie shaw his orchestra,0.5
16427,lonnie gordon,0.46
529130,kjøtt,0.47
16264,david sylvian,0.52
7785,jackie edwards,0.48
6644,klaus schulze,0.51
995523,the cactus channel,0.47
1074459,4minute,0.53
16358,jellyfish,0.47
425156,trond-viggo torgersen,0.54
209274,husker du,0.47
1974371,ebone east,0.35
27379,enter shikari,0.57
3337838,noel boggs burl ives the wilburn brothers,0.31
5921,matrix revolutions the motion picture soundtrack,0.39
37027,nick lucas,0.46
3064802,zhu x skrillex x they,0.29
33858,rita springer,0.52
15253,howling bells,0.5
143614,lincoln brewster,0.53
2025580,demet akalın,0.55
384035,ugress,0.47
218872,sheek louch,0.53
182782,aeoliah,0.47
633971,rosie the originals,0.48
1504484,lets be friends,0.49
3112937,madeintyo,0.57
2768945,leo kalyan,0.5
317400,big pun,0.54
21468,tc,0.49
432383,ebba grön,0.49
2265644,adam barnes,0.49
59,the spencer davis group,0.57
994851,tyga chris richardson,0.47
1013002,bad meets evil bruno mars,0.49
1254104,little stevie wonder,0.51
1389,38 special,0.54
1461249,jimmy buckley,0.49
3394779,spa spa asian zen spa music meditation zen spa music relaxation gamma,0.3
4770,holly dunn,0.49
85046,gloria estefan miami sound machine,0.47
411129,palms,0.47
884477,mark keali'i ho'omalu kamehameha schools children 's chorus,0.46
1235754,the lumineers,0.72
2096720,santhosh narayanan,0.5
2798,della reese,0.49
128164,tony orlando,0.49
154871,lang lang,0.54
287027,yung berg,0.47
818683,slaine,0.48
276770,barry dennen,0.46
1366542,larissa manoela,0.48
17968,faye wong,0.5
317941,david morales presents the face,0.47
104348,grupo fundo de quintal,0.46
1090196,seth macfarlane,0.49
240181,peter heppner,0.47
1011365,mallory knox,0.51
6118,kano,0.57
163818,hed kandi,0.48
264628,kirsti sparboe,0.46
262103,faruk sabanci,0.46
487524,young sin,0.48
993324,ratcat,0.5
285537,chrisette michele,0.57
441411,mr criminal,0.51
1139152,northlane,0.58
464283,animals as leaders,0.58
23904,lynnsha,0.46
1255633,kat edmonson,0.49
572214,isles glaciers,0.46
587383,doyle lawson,0.5
358160,69 boyz,0.46
252602,unheilig,0.58
27833,charles lloyd,0.46
125780,alihan samedov,0.47
1455264,top chart country all-stars,0.46
911839,hip hop artists united,0.47
73241,marvin gaye kim weston,0.47
181436,sandra mccracken,0.36
3541973,pitbull feat steven a clark ape drums,0.29
691356,ghostface killah ne-yo kanye west,0.31
2747296,basic tape,0.36
362582,jay smith,0.46
3545140,ray j chris brown,0.31
2381709,laura tesoro,0.52
861755,grupo infantil fantasia,0.47
3550933,dj fresh vs diplo feat r city selah sue craig david,0.3
3544096,kid ink feat p wright,0.29
1052127,j cole,0.78
999536,hot natured,0.52
1613,jack johnson,0.68
269397,eli young band,0.59
91040,bombay bicycle club,0.6
422771,the pussycats,0.46
2185804,miley cyrus vs cedric gervais,0.3
3054464,twilight meadow,0.47
158547,suicide silence,0.54
696593,my darkest days zakk wylde,0.48
4280,karen clark sheard,0.52
537346,white lung,0.52
1340164,romantic songs consort,0.46
94677,robert schumann,0.48
4419,glenn jones,0.47
154956,destroyer,0.51
83753,the detroit cobras,0.5
589684,ooooo,0.46
100454,acceptance,0.48
3048980,chris tomlin lauren daigle leslie jordan,0.51
7092,kelly llorenna,0.49
120892,karl wolf,0.49
4011,véronique sanson,0.48
458927,elohim,0.46
148004,trance,0.49
3339026,gateway kids worship,0.31
24210,die toten hosen,0.56
2551696,lucas sugo,0.38
1540976,amy grant james taylor,0.46
547436,the arcs,0.53
2386417,spa zen,0.3
2367520,juicy j wiz khalifa ty dolla ign,0.31
182514,a sunny day in glasgow,0.47
1416893,kiwi,0.44
78698,cristina,0.46
38,ike tina turner,0.58
86039,dolly parton linda ronstadt emmylou harris,0.37
188574,worldwide groove corporation,0.47
1220393,q parker,0.47
3443589,reading music company relaxing music orchestra,0.3
2753840,saltwater sun,0.45
61848,james moss,0.47
89017,keke wyatt avant,0.47
150143,michael e,0.48
27342,the caravans,0.46
125297,toddla t,0.49
41986,tq,0.51
527521,tv tunesters,0.49
399689,benny dayal,0.53
741015,soundtrack cast album,0.46
35213,miri ben-ari,0.44
130108,the tv theme players,0.58
3404774,herbert von karajan berliner philharmoniker ludwig van beethoven,0.29
2334027,anders nilsen,0.51
579456,d'macy,0.49
14649,belly,0.57
881828,james hersey,0.52
2108130,asta,0.52
3417338,dj khaled chris brown rick ross nicki minaj lil wayne,0.3
2288745,running music dj,0.46
14716,juelz santana,0.54
3400026,keem litty,0.29
2905846,estudio y musica specialists musica para estudiar musica para estudiar academy,0.31
21599,angels and airwaves,0.48
4340,ace frehley,0.53
121003,stereo nation,0.46
3492862,marriner neville,0.29
360090,childhood,0.48
2370090,diosque,0.36
9961,ananda shankar,0.48
1372772,claudia leitte,0.47
329162,the red army choir,0.49
2674888,jon langston,0.46
25476,debbie reynolds,0.48
87826,a silent film,0.46
54839,our lady peace,0.54
20532,leo sayer,0.57
1285926,atlas genius,0.54
544184,beach fossils,0.49
302,jeffrey osborne,0.52
26097,julian lloyd webber,0.51
80611,orange goblin,0.49
8533,neu,0.51
82207,wreckless eric,0.49
2553107,avril lavigne feat lil mama,0.3
1950,rob base dj ez rock,0.46
245176,kavinsky,0.58
5229,ray stevens,0.52
1519522,jake miller,0.53
1227711,jack holiday mike candys,0.47
348996,blondfire,0.49
1435708,laura mvula,0.59
29172,the ides of march,0.46
8321,imogen heap,0.58
16380,inner city,0.52
305256,the big pink,0.51
254833,bear hands,0.5
25361,tom browne,0.53
306775,wilfrido vargas,0.46
5169,gene watson,0.52
3511061,dreezy t-pain rick ross,0.29
50192,body soul,0.43
2532,odyssey,0.55
88282,james marsden,0.52
51591,mohd rafi,0.55
15809,shai,0.54
14238,suzy bogguss,0.49
3553625,cafe chillout de ibiza best relaxation music cafe les costes club dj chillout,0.3
34818,jimmy wakely,0.46
127241,nazia hassan,0.48
293745,ruby,0.46
7079,broder daniel,0.46
1363865,summertime sadness,0.48
59692,chino,0.47
30322,tremeloes,0.53
744,jorge ben jor,0.49
423830,john cafferty the beaver brown band,0.51
124103,grupo niche,0.53
1960068,lo-fang,0.49
1521,the brothers johnson,0.54
2585659,kid ink tyga wale yg rich homie quan,0.31
118100,regine velasquez,0.51
3414026,vian izak,0.3
94417,jessy,0.49
102626,stimming,0.49
3737,kool savas,0.54
132648,kleerup,0.51
251199,unni krishnan,0.47
3529793,morgan heritage jah cure,0.29
1462342,sachin jigar,0.5
845,rammstein,0.59
27894,alice russell,0.49
615644,j-dawg,0.5
109201,agalloch,0.49
213331,lazy hammock,0.48
2977088,hannah kerr,0.4
17433,florent pagny,0.52
505765,jan johansson,0.5
5026,barbara lewis,0.47
142245,gustav mahler,0.48
1442056,travis barker yelawolf,0.38
103880,myriam hernandez,0.5
2310604,typ-ill,0.3
2968510,kåre chr vestrheim mike hartung kristoffer bonsaksen,0.29
474651,ameerah,0.46
2202315,kian egan,0.47
1540826,tibetan meditation music,0.51
3484860,kid cudi pharrell williams,0.32
80046,angela bofill,0.51
1217658,blue stahli,0.47
437066,megan mccauley,0.46
2062703,ultimate workout factory,0.49
275375,european philharmonic orchestra,0.47
34637,ray price,0.51
390636,jane manning,0.46
2363559,shane owens,0.31
3354680,skulp in,0.29
1857867,evie tamala,0.5
465890,fantasma,0.46
94590,bun b,0.51
385133,grupo sonador,0.48
1097043,david guetta - ludacris - taio cruz,0.49
32823,culture shock,0.47
836563,wet,0.56
361314,zdravko colic,0.49
32054,the tiger lillies,0.48
4566,hot action cop,0.5
2342406,mouth of the south,0.46
27846,the lively ones,0.5
1020813,kishi bashi,0.51
50244,dry county,0.47
10236,company flow,0.49
1029078,black motion,0.42
452280,figure,0.47
768854,zacardi cortez,0.49
289178,capital inicial,0.49
141237,ryan star,0.52
126987,lisa gerrard pieter bourke,0.47
214272,nordman,0.46
276,mcfly,0.63
2829384,electronic music masters,0.33
182213,diablo swing orchestra,0.48
468577,ellie goulding,0.83
3313537,deep sleep deep sleep meditation,0.3
355220,psychoz,0.46
36611,meg dia,0.5
464287,andriette,0.46
774617,meg pfeiffer,0.39
24223,precious,0.46
142507,human machine,0.46
26380,this is the kit,0.49
4000,claude nougaro,0.49
3502675,rebento mc 's,0.31
512,terrorvision,0.5
17331,bobby byrd,0.47
3306512,avishek majumder rishi-siddharth goldkartz,0.31
418726,the rocky horror show original cast,0.5
929813,bethel music,0.58
497261,christmas carols,0.54
44460,special d,0.49
170446,los rieleros del norte,0.53
3188,elaine paige,0.54
594738,david guetta - fergie - chris willis,0.47
1468696,flatbush zombies,0.57
111609,amy holland,0.45
1225385,wanting,0.48
29166,jo jo gunne,0.48
1182436,barney,0.48
3308099,banks steelz,0.29
37245,bobby creekwater,0.47
1333315,misha b,0.48
900716,anthony phillips,0.48
2650841,the prodigy featuring flux pavilion,0.47
134221,coti,0.49
3471341,empire cast feat yazz and serayah,0.3
100373,eav,0.48
307452,dc breaks,0.49
16716,mylène farmer,0.54
70381,masta killa,0.46
903211,georgie fame and the blue flames,0.48
1538,teena marie,0.56
14161,hoboken,0.48
437614,kevin levar one sound,0.45
101116,leif garrett,0.48
2144528,bando jonez,0.52
911253,salsa latin 100,0.5
1267689,gorgon city,0.61
1185167,gusttavo lima,0.61
703643,kerrie roberts,0.48
600877,cmw - compton 's most wanted,0.48
714276,abandon all ships,0.48
1257201,waxahatchee,0.48
2161380,frankie cosmos,0.48
2543780,high tyde,0.45
466613,donna allen,0.47
1486,dire straits,0.71
3435850,laxmikant-pyarelal o p nayyar,0.31
2084778,shiba san,0.51
1200139,wess morgan,0.5
1437493,kelly clarkson feat vince gill,0.31
3396793,rant band,0.3
1509504,lorde,0.72
172162,el chacal,0.49
4912,rich mullins,0.5
1213506,santiano,0.59
265218,fabri fibra,0.54
1460965,isabelle allen,0.52
948195,taylor mcferrin,0.46
4330,ratt,0.56
2210610,consort of london,0.49
72183,poncho sanchez,0.47
2356,marek janowski,0.46
973,lila downs,0.54
6788,the originals,0.49
775,gerald albright,0.51
7626,boris gardiner,0.5
1379131,janelle kroll,0.37
298236,phillip larue,0.46
1973054,dropkick murphys feat bruce springsteen,0.46
378,pharoahe monch,0.54
40180,strapping young lad,0.48
82118,joe strummer the mescaleros,0.47
5850,timbaland,0.66
184833,mickey the soul generation,0.48
3386076,kumar sanu nibedita chatterjee,0.3
3418616,ludwig van beethoven wolfgang amadeus mozart erik satie camille saint-saëns frédéric chopin antonio vivaldi maurice ravel gabriel fauré samuel barber franz schubert claude debussy felix mendelssohn robert schumann richard wagner joseph haydn johannes brahms richard strauss hector berlioz tchaikovsky johann sebastian bach,0.29
2198441,max jury,0.53
1405568,mike sanchez and his band,0.46
3950,blue rodeo,0.55
1878823,valentino khan,0.52
142787,tobee,0.46
28818,candyman,0.5
2013130,spidergawd,0.52
447627,yukon blonde,0.48
332371,and so i watch you from afar,0.46
22526,scott joplin,0.51
3257513,a ap ferg feat missy elliott,0.3
59292,prodigy of mobb deep,0.47
229459,the piltdown men,0.46
32956,herman dune,0.48
368514,gregory porter,0.63
57561,clare teal,0.49
808490,group home,0.47
3074,the bellamy brothers,0.56
416028,max webster,0.46
202,d-12,0.52
324645,inessa galante,0.5
103153,mel tim,0.46
3299,annie lennox,0.63
583435,hannibal buress,0.46
134124,jack peñate,0.49
111777,ida maria,0.53
766229,megaloh,0.48
344865,alida,0.46
4787,damn yankees,0.51
7599,frankie paul,0.5
851393,hardbone,0.46
305549,gloria trevi,0.53
78790,wide awake,0.49
200788,victor young,0.49
27505,ivy,0.48
414286,berner,0.49
1180528,woman 's hour,0.49
2244236,aloe blacc x david correy,0.47
13917,graham kendrick,0.5
82190,promoe,0.47
